90,Label,Environment - EN,Norm - EN,Demographic features - EN,scope - EN,Age - EN,Gender - EN,Religion - EN,Ethnicity - EN,Family status - EN,Family role - EN,Educational roles - EN,Social status - EN,Age - FA,Gender - FA,Religion - FA,Ethnicity - FA,Family status - FA,Family role - FA,Educational roles - FA,Social status - FA,Demographic features - FA,Norm - FA,Environment - FA
947,Expected,Park,Preventing staring at unrelated individuals,,General,,,,,,,,,,,,,,,,,,جلوگیری از نگاه خیره به افراد نامحرم,پارک
948,Normal,Park,Promoting peace and friendship among religions/races by holding an exhibition,,General,,,,,,,,,,,,,,,,,,ترویج صلح و دوستی بین ادیان و نژادها با برگزاری یک نمایشگاه,پارک
949,Taboo,Park,Public breastfeeding,female; mother,Specific,,female,,,,mother,,,,زن,,,,مادر,,,زن; مادر,شیردهی کودک در ملأ عام,پارک
950,Taboo,Park,Public swearing/verbal abuse,,General,,,,,,,,,,,,,,,,,,ناسزاگویی آشکار,پارک
951,Taboo,Park,Publicly displaying affection,married,Specific,,,,,married,,,,,,,,متاهل,,,,متاهل,نوازش کردن همسر در ملأ عام,پارک
952,Taboo,Park,Publicly kissing/making out,married,Specific,,,,,married,,,,,,,,متاهل,,,,متاهل,بوسیدن جنس مخالف,پارک
953,Normal,Park,Refraining from judging others' appearances,,General,,,,,,,,,,,,,,,,,,خودداری از قضاوت ظاهر دیگران,پارک
954,Expected,Park,Refraining from public displays of sexual interest,married,General,,,,,married,,,,,,,,متاهل,,,,متاهل,خودداری از ابراز علاقه جنسی در ملأ عام,پارک
955,Expected,Park,Respecting children's/youth rights,,General,,,,,,,,,,,,,,,,,,رعایت حقوق کودکان و نوجوانان,پارک
956,Expected,Park,Respecting elders and the aged,,General,,,,,,,,,,,,,,,,,,احترام به بزرگساالن و سالخوردگان,پارک
957,Expected,Park,Respecting others' privacy,,General,,,,,,,,,,,,,,,,,,رعایت حریم خصوصی دیگران,پارک
958,Expected,Park,Respecting the rights of the disabled and providing facilities,,General,,,,,,,,,,,,,,,,,,رعایت حقوق معلولان و ایجاد تسهیلات,پارک
959,Expected,Park,Running and exercising,,General,,,,,,,,,,,,,,,,,,دویدن و ورزش کردن,پارک
960,Taboo,Park,Selling drugs,,General,,,,,,,,,,,,,,,,,,فروش مواد مخدر در پارک,پارک
961,Normal,Park,Silently reciting prayers in leisure time,,General,,,,,,,,,,,,,,,,,,زیر لب قرائت دعا در اوقات فراغت,پارک
962,Normal,Park,Singing loudly,,General,,,,,,,,,,,,,,,,,,آواز خواندن بلند,پارک
963,Normal,Park,Smoking,,General,,,,,,,,,,,,,,,,,,مصرف دخانیات,پارک
964,Normal,Park,Smoking in the presence of children,,Specific,,,,,,,,,,,,,,,,,,مصرف دخانیات در حضور کودکان,پارک
965,Taboo,Park,Staring at men,male,General,,male,,,,,,,,مرد,,,,,,,مرد,خیره شده به یک مرد,پارک
966,Taboo,Park,Staring at women,male,General,,male,,,,,,,,مرد,,,,,,,مرد,نگاه کردن خیره به زنان,پارک
967,Taboo,Park,Starting fires in inappropriate or dangerous places,,General,,,,,,,,,,,,,,,,,,روشن کردن آتش در اماکن نامناسب یا خطرناک,پارک
968,Normal,Park,Strolling,,General,,,,,,,,,,,,,,,,,,پرسه زدن,پارک
969,Normal,Park,Supporting stray animals,,General,,,,,,,,,,,,,,,,,,حمایت از حیوانات بی‌پناه,پارک
970,Taboo,Park,Taking photos of people without permission,,General,,,,,,,,,,,,,,,,,,گرفتن عکس از افراد بدون اجازه,پارک
971,Taboo,Park,Using drugs in public places,,Specific,,,,,,,,,,,,,,,,,,مصرف مواد مخدر در اماکن عمومی,پارک
972,Expected,Park,Utilizing public facilities optimally,,General,,,,,,,,,,,,,,,,,,استفاده بهینه از امکانات عمومی,پارک
973,Taboo,Park,Vandalizing public property,,General,,,,,,,,,,,,,,,,,,تخریب اموال عمومی,پارک
974,Taboo,Park,Violating children's rights/abusing them,,General,,,,,,,,,,,,,,,,,,رعایت نکردن حقوق کودکان و آزار آنان,پارک
975,Expected,Park,Visiting parks on holidays,,General,,,,,,,,,,,,,,,,,,گردش در پارک‌ها و بوستان‌ها در روز عید,پارک
976,Taboo,Park,Wearing revealing and skimpy clothes,,Specific,,,,,,,,,,,,,,,,,,لباس های کوتاه و باز پوشیدن,پارک
977,Normal,Parliament,Being underrepresented as representatives in parliament and government,female,Specific,,female,,,,,,,,زن,,,,,,,زن,عدم حضور نمایندگان در مجلس و دولت,پارلمان
978,Taboo,Parliament,Being underrepresented as representatives in parliament and government,male,General,,male,,,,,,,,مرد,,,,,,,مرد,عدم حضور نمایندگان در مجلس و دولت,پارلمان
979,Taboo,Parliament,Participating widely in managerial and political roles,female,Specific,,female,,,,,,,,زن,,,,,,,زن,مشارکت گسترده در نقش های مدیریتی و سیاسی,پارلمان
980,Expected,Parliament,Participating widely in managerial and political roles,male,General,,male,,,,,,,,مرد,,,,,,,مرد,مشارکت گسترده در نقش های مدیریتی و سیاسی,پارلمان
981,Normal,Party,Attending mixed-gender gatherings,,General,,,,,,,,,,,,,,,,,,حضور در شب نشینی های مختلط,مهمانی
982,Expected,Party,Avoiding alcoholic drinks,Muslim,Specific,,,Muslim,,,,,,,,مسلمان,,,,,,مسلمان,پرهیز از آشامیدنی های الکلی,مهمانی
983,Normal,Party,Avoiding alcoholic drinks,Not Muslim,General,,,Not Muslim,,,,,,,,نامسلمان,,,,,,نامسلمان,پرهیز از آشامیدنی های الکلی,مهمانی
984,Expected,Party,Bringing flowers and sweets by guests during family visits,,Specific,,,,,,,,,,,,,,,,,,آوردن گل و شیرینی توسط میهمانان در دیدارهای خانوادگی,مهمانی
985,Expected,Party,Controlling behavior/speech before elders,young; ,Specific,young,,,,,,,,جوان,,,,,,,,جوان; ,کنترل رفتار و گفتار در حضور افراد با سن بالاتر,مهمانی
986,Expected,Party,Following social etiquette at gatherings,,General,,,,,,,,,,,,,,,,,,رعایت آداب معاشرت در مهمانی ها,مهمانی
987,Expected,Party,Insisting on offering food/drinks to guests,,Specific,,,,,,,,,,,,,,,,,,اصرار بر تعارف خوردنی و نوشیدنی به مهمانان,مهمانی
988,Normal,Party,Not insisting too much on offering,,General,,,,,,,,,,,,,,,,,,عدم اصرار بیش از حد بر تعارف,مهمانی
989,Expected,Party,Observing social/moral decorum at gatherings,,General,,,,,,,,,,,,,,,,,,رعایت شئون اجتماعی و اخلاقی در محافل,مهمانی
990,Expected,Party,Offering drinks to guests,,Specific,,,,,,,,,,,,,,,,,,تعارف کردن نوشیدنی به مهمانان,مهمانی
991,Expected,Party,Offering food to guests,,Specific,,,,,,,,,,,,,,,,,,تعارف کردن غذا به مهمانان,مهمانی
992,Expected,Party,Offering fruits/sweets to guests,,Specific,,,,,,,,,,,,,,,,,,تعارف کردن میوه و شیرینی به مهمانان,مهمانی
993,Expected,Party,Practicing hospitality etiquette when hosting guests,,General,,,,,,,,,,,,,,,,,,رعایت آداب مهمان نوازی هنگام پذیرایی از مهمانان,مهمانی
994,Taboo,Party,Serving pork at a Nowruz feast,Muslim,Specific,,,Muslim,,,,,,,,مسلمان,,,,,,مسلمان,سرو گوشت خوک در مهمانی,مهمانی
995,Taboo,Party,Using profane or insulting language,,General,,,,,,,,,,,,,,,,,,استفاده از کلمات رکیک یا توهین آمیز,مهمانی
996,Expected,Party,Wearing colorful/festive attire,,General,,,,,,,,,,,,,,,,,,پوشیدن لباس های مجلسی و رنگارنگ,مهمانی
997,Expected,Pharmacy,Queuing and waiting in line to purchase medicine,,General,,,,,,,,,,,,,,,,,,رعایت نوبت در صف و انتظار برای خرید دارو,داروخانه
998,Expected,Pool,Having gender segregated recreational facilities,,Specific,,,,,,,,,,,,,,,,,,جدایی کامل مکان‌های تفریحی زنان و مردان,استخر
999,Expected,Pool,Maintaining personal hygiene,,General,,,,,,,,,,,,,,,,,,رعایت بهداشت فردی,استخر
1000,Expected,Pool,Wearing proper swimwear,,General,,,,,,,,,,,,,,,,,,رعایت پوشش مناسب در استخر,استخر
1001,Taboo,Post office,Yelling insults at a post office worker,,General,,,,,,,,,,,,,,,,,,بی ادبی و توهین به کارمند در اداره پست,اداره پست
1002,Normal,Prison,Respecting the human dignity of prisoners,,General,,,,,,,,,,,,,,,,,,حفظ کرامت انسانی زندانیان,زندان
1003,Normal,Private company,Ensuring equal pay and benefits for working women and men by employers,,Specific,,,,,,,,,,,,,,,,,,تضمین حقوق و مزایا برابر برای زنان و مردان شاغل توسط کارفرمایان,شرکت خصوصی
1004,Expected,Public bathhouse,Observing hygiene in public facilities,,General,,,,,,,,,,,,,,,,,,رعایت اصول بهداشتی در اماکن عمومی,حمام عمومی
1005,Expected,Public places,Buying red fish for Haft-Seen table decoration,,Specific,,,,,,,,,,,,,,,,,,خرید ماهی قرمز برای تزیین سفره هفت سین,اماکن عمومی
1006,Expected,Public places,Following health instructions,,General,,,,,,,,,,,,,,,,,,توجه به دستورات بهداشتی,اماکن عمومی
1007,Expected,Public places,Observing modesty and hijab,female; Muslim,Specific,,female,Muslim,,,,,,,زن,مسلمان,,,,,,زن; مسلمان,رعایت عفاف و حجاب,اماکن عمومی
1008,Expected,Public places,Preserving chastity and honor,,Specific,,,,,,,,,,,,,,,,,,حفظ غیرت و ناموس,اماکن عمومی
1009,Normal,Public places,Promoting good and forbidding evil,,General,,,,,,,,,,,,,,,,,,امربه معروف و نهی از منکر,اماکن عمومی
1010,Normal,Public places,Singing,male,General,,male,,,,,,,,مرد,,,,,,,مرد,آواز خواندن,اماکن عمومی
1011,Taboo,Public places,Singing,female,Specific,,female,,,,,,,,زن,,,,,,,زن,آواز خواندن,اماکن عمومی
1012,Taboo,Public places,Using secular and non-religious symbols ,,Specific,,,,,,,,,,,,,,,,,,استفاده از نمادهای سکولار و غیرمذهبی,اماکن عمومی
1013,Expected,Public transportation,Avoiding disturbing others,,General,,,,,,,,,,,,,,,,,,پرهیز از مزاحمت برای دیگران,حمل و نقل عمومی
1014,Expected,Public transportation,Avoiding harassment to citizens,,General,,,,,,,,,,,,,,,,,,پرهیز از آزار برای شهروندان,حمل و نقل عمومی
1015,Expected,Public transportation,Avoiding interference in others' personal matters,,General,,,,,,,,,,,,,,,,,,پرهیز از دخالت در امور شخصی دیگران,حمل و نقل عمومی
1016,Normal,Public transportation,Avoiding noise,,General,,,,,,,,,,,,,,,,,,پرهیز از سروصدا,حمل و نقل عمومی
1017,Normal,Public transportation,Avoiding phone use while driving as the driver,,General,,,,,,,,,,,,,,,,,,اجتناب از استفاده از تلفن هنگام رانندگی به عنوان راننده,حمل و نقل عمومی
1018,Taboo,Public transportation,Disregarding rights of the disabled,,General,,,,,,,,,,,,,,,,,,نادیده گرفتن حقوق معلولان,حمل و نقل عمومی
1019,Normal,Public transportation,Eating and drinking on the subway,,General,,,,,,,,,,,,,,,,,,خوردن و آشامیدن در مترو,حمل و نقل عمومی
1020,Normal,Public transportation,Eating in public transportation,,General,,,,,,,,,,,,,,,,,,خوردن غذا در معابر عمومی,حمل و نقل عمومی
1021,Taboo,Public transportation,Eating smelly foods,,General,,,,,,,,,,,,,,,,,,خوردن غذاهای بودار,حمل و نقل عمومی
1022,Normal,Public transportation,Grumbling due to overcrowding,,General,,,,,,,,,,,,,,,,,,غر زدن به دلیل ازدحام بیش از حد,حمل و نقل عمومی
1023,Expected,Public transportation,Having segregated seating for men and women ,,Specific,,,,,,,,,,,,,,,,,,داشتن صندلی های مجزا برای مردان و زنان,حمل و نقل عمومی
1024,Expected,Public transportation,Helping a pregnant woman by a passenger,,General,,,,,,,,,,,,,,,,,,کمک به زن باردار توسط مسافر,حمل و نقل عمومی
1025,Taboo,Public transportation,Invading individuals' privacy,,General,,,,,,,,,,,,,,,,,,رعایت نکردن حریم خصوصی افراد,حمل و نقل عمومی
1026,Normal,Public transportation,Laughing loudly in public places,,General,,,,,,,,,,,,,,,,,,خندیدن بلند در اماکن عمومی,حمل و نقل عمومی
1027,Expected,Public transportation,Maintaining cleanliness in public places,,General,,,,,,,,,,,,,,,,,,رعایت نظافت و پاکیزگی,حمل و نقل عمومی
1028,Expected,Public transportation,Maintaining proper distance between unrelated men/women,,General,,,,,,,,,,,,,,,,,,رعایت فاصله بین زن و مرد غریبه,حمل و نقل عمومی
1029,Normal,Public transportation,Neglecting personal hygiene on the subway,,General,,,,,,,,,,,,,,,,,,عدم رعایت بهداشت فردی در مترو,حمل و نقل عمومی
1030,Expected,Public transportation,Observing Islamic decorum in dress/appearance,,Specific,,,,,,,,,,,,,,,,,,رعایت شئون اسلامی در پوشش و آرایش,حمل و نقل عمومی
1031,Normal,Public transportation,Offering hospitality to companions,,Specific,,,,,,,,,,,,,,,,,,تعارف برای پذیرایی از همراهان,حمل و نقل عمومی
1032,Expected,Public transportation,Offering one's seat to the disabled,young; ,Specific,young,,,,,,,,جوان,,,,,,,,جوان; ,دادن صندلی خود به افراد معلول,حمل و نقل عمومی
1033,Expected,Public transportation,Offering seat to elders,young; ,Specific,young,,,,,,,,جوان,,,,,,,,جوان; ,تعارف دادن صندلی به افراد مسن تر,حمل و نقل عمومی
1034,Normal,Public transportation,Offering seats in public places,,Specific,,,,,,,,,,,,,,,,,,تعارف کردن جای نشستن در اماکن عمومی,حمل و نقل عمومی
1035,Taboo,Public transportation,Offering seats to older people,elderly; ,General,elderly,,,,,,,,مسن,,,,,,,,مسن; ,تعارف دادن صندلی به افراد مسن تر,حمل و نقل عمومی
1036,Normal,Public transportation,Preferring public transportation,,General,,,,,,,,,,,,,,,,,,ترجیح استفاده از وسایل حمل و نقل عمومی,حمل و نقل عمومی
1037,Expected,Public transportation,Queuing properly,,General,,,,,,,,,,,,,,,,,,رعایت نوبت در صف,حمل و نقل عمومی
